Timestamp,Name,ID_Type,Document_Number,Fraud_Risk_Level,Fraud_Probability,Confidence
2025-11-15 22:23:17,ISHAAN,AADHAR,888888888888,Medium,50.0,50.0
2025-11-15 22:28:25,Test User,AADHAR,123456789012,Medium,50.0,50.0
2025-11-15 22:29:30,John Doe,AADHAR,123456789012,Medium,50.0,50.0
2025-11-15 22:29:30,Valid User,AADHAR,111111111111,Medium,50.0,50.0
2025-11-15 22:29:30,Suspicious User,AADHAR,999999999999,Medium,50.0,50.0
2025-11-15T23:38:26.761445,Siya Suri,AADHAR,3802 8562 8563,High,99.72566255353506
2025-11-15T23:38:26.769554,Aaryahi Shere,AADHAR,6186 5705 1021,High,99.94477018779266
2025-11-15T23:38:26.774231,Samaira Das,AADHAR,1154 9773 2201,High,99.87620769907495
2025-11-15T23:38:26.777124,Tiya Balasubramanian,AADHAR,4484 4108 1868,High,99.99735071725082
2025-11-15T23:38:26.780870,Suhana Choudhry,AADHAR,2681 1002 1607,High,99.9773639883034
2025-11-15T23:38:26.784695,Vidur Raju,AADHAR,4775 3475 2138,High,99.80543437008555
2025-11-15T23:38:26.789486,Devansh Balay,AADHAR,7173 2696 0461,High,99.94012344198329
2025-11-15T23:38:26.793699,Mishti Sharaf,AADHAR,7404 4935 4303,High,99.94789857528869
2025-11-15T23:38:26.796909,Drishya Korpal,AADHAR,2208 9688 7471,High,99.95753238803121
2025-11-15T23:38:26.800155,Sumer Mand,AADHAR,4553 2210 2026,High,99.80572526251973
2025-11-15T23:38:26.804478,Zara Thakur,AADHAR,7218 1658 2763,High,99.8715924417307
2025-11-15T23:38:26.808624,Diya Ramanathan,AADHAR,7467 8933 0793,High,99.97325554567824
2025-11-15T23:38:26.811404,Advika Sanghvi,AADHAR,9234 9338 7345,High,99.96691730901318
2025-11-15T23:38:26.813771,Misha Comar,AADHAR,1429 5502 3786,High,99.84522633116109
2025-11-15T23:38:26.817683,Samar Wali,AADHAR,7902 0150 7731,High,99.80717322661941
2025-11-15T23:38:26.824246,Ayesha Bath,AADHAR,5111 6910 0576,High,99.89178846819439
2025-11-15T23:38:26.827421,Gokul Aurora,AADHAR,1126 8213 3579,High,99.9108584369475
2025-11-15T23:38:26.830361,Taran Bhasin,AADHAR,2435 0892 6414,High,99.90321645230101
2025-11-15T23:38:26.846961,Raunak Mane,AADHAR,7269 7574 0355,High,99.8771309917748
2025-11-15T23:38:26.855324,Aayush Krish,AADHAR,7045 6900 5725,High,99.90711743863457
2025-11-15T23:38:26.859191,Kabir Sampath,AADHAR,7358 9543 1061,High,99.92968323258695
2025-11-15T23:38:26.862542,Elakshi Dugal,AADHAR,0726 5317 1103,High,99.94418788860226
2025-11-15T23:38:26.865199,Amira Talwar,AADHAR,7113 5099 5314,High,99.91552734260736
